species,zoonotic_capacity_score,above_50,top_10_percent,bootstraps_above_50,mean_zoonotic_capacity_score,sd_zoonotic_capacity_score
Myotis alcathoe,0.056962245,0,0,0,0.117605906,0.050093559
Myotis altarium,0.515787791,1,0,21,0.468879255,0.112172512
Myotis anjouanensis,0.444294675,0,0,24,0.473527848,0.092480249
Myotis annamiticus,0.710420285,1,0,48,0.63639357,0.091149389
Myotis annectans,0.39240252,0,0,22,0.47187317,0.102779652
Myotis atacamensis,0.124898057,0,0,0,0.190952998,0.081156367
Myotis ater,0.581390664,1,0,42,0.582093105,0.085182203
Myotis auriculus,0.217375812,0,0,0,0.266218547,0.091055657
Myotis australis,0.05201367,0,0,0,0.113667211,0.053165819
Myotis austroriparius,0.215154396,0,0,2,0.300298701,0.103206187
Myotis bechsteinii,0.13983587,0,0,0,0.239897057,0.084043027
Myotis blythii,0.185226007,0,0,1,0.283301699,0.099114323
Myotis bocagii,0.362101972,0,0,11,0.427854882,0.08812627
Myotis bombinus,0.333270489,0,0,3,0.36566032,0.097570273
Myotis brandtii,0.177808006,0,0,3,0.300607374,0.121064467
Myotis bucharensis,0.053151022,0,0,0,0.113408573,0.0501885
Myotis californicus,0.19108279,0,0,0,0.252525089,0.088755774
Myotis capaccinii,0.193372709,0,0,1,0.283831893,0.093876497
Myotis chiloensis,0.100469603,0,0,0,0.169136124,0.072762137
Myotis chinensis,0.44956461,0,0,13,0.448370177,0.090627256
Myotis ciliolabrum,0.044799866,0,0,0,0.107341751,0.052833704
Myotis cobanensis,0.429777974,0,0,17,0.460566615,0.091184363
Myotis csorbai,0.389052455,0,0,7,0.413757385,0.095166358
Myotis dasycneme,0.141425524,0,0,1,0.239748218,0.090699362
Myotis daubentonii,0.105124716,0,0,0,0.198691493,0.077169723
Myotis davidii,0.052183756,0,0,0,0.118606334,0.054026017
Myotis dominicensis,0.68749593,1,0,45,0.604999594,0.098372316
Myotis elegans,0.493505493,0,0,35,0.543154289,0.095097449
Myotis emarginatus,0.16874992,0,0,1,0.271177829,0.100850643
Myotis evotis,0.169321987,0,0,0,0.241152078,0.091032068
Myotis fimbriatus,0.36513115,0,0,6,0.394582715,0.090667854
Myotis findleyi,0.294936242,0,0,1,0.345109563,0.087130416
Myotis formosus,0.387758605,0,0,10,0.41675734,0.102701964
Myotis fortidens,0.199084029,0,0,2,0.323181842,0.094675939
Myotis frater,0.062124212,0,0,0,0.124854572,0.051770621
Myotis gomantongensis,0.685927337,1,0,48,0.651999089,0.091728636
Myotis goudoti,0.239088344,0,0,2,0.364980896,0.083808746
Myotis grisescens,0.203004618,0,0,1,0.267456951,0.102586118
Myotis hajastanicus,0.213764494,0,0,1,0.29110225,0.092867699
Myotis hasseltii,0.712246612,1,0,49,0.679927805,0.085885462
Myotis hermani,0.467822521,0,0,26,0.513697102,0.089245877
Myotis horsfieldii,0.788031582,1,0,49,0.688322889,0.097723749
Myotis hosonoi,0.370271221,0,0,7,0.394338081,0.095239153
Myotis ikonnikovi,0.28194185,0,0,3,0.343898576,0.096330905
Myotis insularum,0.398813441,0,0,7,0.404819018,0.09532117
Myotis keaysi,0.236197765,0,0,2,0.334774842,0.087814439
Myotis keenii,0.103889907,0,0,0,0.204611286,0.08529869
Myotis laniger,0.31904955,0,0,3,0.377872295,0.097197717
Myotis leibii,0.186945516,0,0,0,0.254935153,0.092686475
Myotis levis,0.105020764,0,0,0,0.17085196,0.070960634
Myotis longipes,0.187236154,0,0,1,0.276086318,0.09029189
Myotis lucifugus,0.026026449,0,0,0,0.079340721,0.041532546
Myotis macrodactylus,0.294060954,0,0,1,0.343745218,0.078790506
Myotis macropus,0.236800489,0,0,0,0.256282093,0.090329457
Myotis macrotarsus,0.840959317,1,1,50,0.735214232,0.089129227
Myotis martiniquensis,0.531652962,1,0,26,0.505703757,0.085146108
Myotis melanorhinus,0.163621292,0,0,0,0.237748119,0.094800538
Myotis moluccarum,0.77827336,1,0,50,0.682434225,0.097036046
Myotis montivagus,0.214845226,0,0,2,0.342220667,0.1010037
Myotis morrisi,0.327379475,0,0,7,0.388778582,0.094044646
Myotis muricola,0.405714726,0,0,15,0.444376478,0.101919339
Myotis myotis,0.068834628,0,0,0,0.156578309,0.072104398
Myotis mystacinus,0.053985426,0,0,0,0.118689579,0.05413325
Myotis nattereri,0.125445032,0,0,1,0.240670898,0.092771515
Myotis nesopolus,0.542515187,1,0,37,0.560270925,0.085715511
Myotis nigricans,0.24199154,0,0,1,0.289537803,0.080601426
Myotis nipalensis,0.045316016,0,0,0,0.109006426,0.052394496
Myotis occultus,0.032065839,0,0,0,0.096386152,0.048745121
Myotis oreias,0.797830598,1,0,50,0.697385918,0.088265841
Myotis oxygnathus,0.191549053,0,0,1,0.284884791,0.090702255
Myotis oxyotus,0.330308272,0,0,6,0.404281174,0.088150154
Myotis ozensis,0.465145458,0,0,11,0.433255265,0.102175172
Myotis peninsularis,0.309215285,0,0,4,0.356107865,0.102899876
Myotis pequinius,0.479879456,0,0,11,0.428829154,0.091463729
Myotis planiceps,0.196557293,0,0,0,0.251233332,0.092456894
Myotis pruinosus,0.426683053,0,0,8,0.408517849,0.101372389
Myotis punicus,0.17794183,0,0,1,0.280624004,0.10480213
Myotis ricketti,0.628716,1,0,35,0.539232003,0.095217344
Myotis ridleyi,0.725442325,1,0,50,0.677613528,0.091888768
Myotis riparius,0.258528799,0,0,1,0.325382607,0.079577635
Myotis rosseti,0.732960161,1,0,49,0.67899639,0.08815385
Myotis ruber,0.18076734,0,0,0,0.254979207,0.083558335
Myotis schaubi,0.248410073,0,0,1,0.332051672,0.084478154
Myotis scotti,0.25690638,0,0,3,0.346820412,0.096365109
Myotis septentrionalis,0.095144335,0,0,0,0.186701961,0.073558841
Myotis sicarius,0.360503551,0,0,6,0.398053328,0.095545463
Myotis siligorensis,0.460639387,0,0,24,0.486566912,0.109539487
Myotis simus,0.491302408,0,0,26,0.510635432,0.093469736
Myotis sodalis,0.159477243,0,0,0,0.24393292,0.084348357
Myotis stalkeri,0.462714298,0,0,13,0.445638495,0.077967243
Myotis thysanodes,0.071541034,0,0,0,0.159411028,0.077542035
Myotis tricolor,0.067988127,0,0,0,0.157231503,0.068108753
Myotis velifer,0.152348085,0,0,0,0.22211808,0.081329921
Myotis vivesi,0.222146625,0,0,0,0.234533628,0.085801308
Myotis volans,0.167421997,0,0,1,0.253141085,0.099763745
Myotis welwitschii,0.14554876,0,0,0,0.225717729,0.080323462
Myotis yanbarensis,0.598456787,1,0,26,0.509481655,0.11082659
Myotis yesoensis,0.354486552,0,0,3,0.38629489,0.087887941
Myotis yumanensis,0.204181222,0,0,0,0.275579168,0.095830661
Myotomys sloggetti,0.298942171,0,0,0,0.326367591,0.075731826
Myotomys unisulcatus,0.244745194,0,0,0,0.280310541,0.07651662
Myrmecobius fasciatus,0.127337374,0,0,0,0.172180812,0.063229685
Myrmecophaga tridactyla,0.651457526,1,0,48,0.615463705,0.08459065
Mysateles garridoi,0.679038045,1,0,46,0.658815156,0.089992381
Mysateles meridionalis,0.760540969,1,0,48,0.674469337,0.078911579
Mysateles prehensilis,0.771520309,1,0,50,0.724179607,0.081435491
Mystacina robusta,0.115402796,0,0,0,0.159945779,0.059718794
Mystacina tuberculata,0.211664298,0,0,0,0.234855355,0.076384788
Mystromys albicaudatus,0.146579389,0,0,0,0.195994333,0.060351138
Myzopoda aurita,0.30443879,0,0,6,0.406465923,0.084302969
Naemorhedus baileyi,0.719249553,1,0,50,0.699399768,0.075978807
Naemorhedus caudatus,0.787030484,1,0,50,0.700143793,0.074080395
Naemorhedus goral,0.696021377,1,0,48,0.668994851,0.081913962
Naemorhedus griseus,0.770157731,1,0,50,0.692126581,0.069401631
Nandinia binotata,0.657798367,1,0,49,0.704970267,0.098052869
Nanger dama,0.903856806,1,1,50,0.806003635,0.054906869
Nanger granti,0.75633969,1,0,50,0.706664445,0.058793364
Nanger soemmerringii,0.842754827,1,1,50,0.791255554,0.055148713
Nannosciurus melanotis,0.752951156,1,0,50,0.725249444,0.077718418
Nanonycteris veldkampii,0.57782255,1,0,41,0.5886694,0.086212602
Napaeozapus insignis,0.297744119,0,0,12,0.408043271,0.111231537
Nasalis larvatus,0.971330376,1,1,50,0.938105743,0.028644392
Nasua narica,0.559004796,1,0,46,0.640293864,0.101390737
Nasua nasua,0.383871279,0,0,35,0.529225534,0.09780956
Nasuella olivacea,0.698639143,1,0,45,0.636890726,0.086155002
Natalus jamaicensis,0.64643409,1,0,40,0.572365759,0.089954695
Natalus major,0.604241588,1,0,38,0.579135736,0.100405636
Natalus primus,0.571366284,1,0,33,0.538426066,0.090710556
Natalus stramineus,0.322492697,0,0,2,0.357219253,0.09095626
Natalus tumidirostris,0.488789308,0,0,30,0.51177447,0.087296629
Neacomys dubosti,0.050584506,0,0,0,0.115683685,0.050879531
Neacomys guianae,0.55694746,1,0,42,0.588692415,0.09378677
Neacomys minutus,0.046341047,0,0,0,0.118138049,0.051815331
Neacomys musseri,0.048930156,0,0,0,0.123417085,0.054180377
Neacomys paracou,0.046647893,0,0,0,0.112403954,0.049542704
Neacomys pictus,0.513517823,1,0,30,0.52829467,0.089478852
Neacomys spinosus,0.586866139,1,0,43,0.582602829,0.086275224
Neacomys tenuipes,0.576226442,1,0,48,0.62220603,0.094839886
Neamblysomus gunningi,0.392620218,0,0,3,0.389657313,0.078478081
Neamblysomus julianae,0.283842237,0,0,0,0.308023305,0.084199914
Necromys amoenus,0.224811633,0,0,0,0.290302122,0.08165689
Necromys benefactus,0.102580034,0,0,0,0.148721171,0.05543982
Necromys lactens,0.218246797,0,0,0,0.256788122,0.076980668
Necromys lasiurus,0.078907303,0,0,0,0.160860317,0.051296265
Necromys lenguarum,0.103906052,0,0,0,0.167882363,0.053550498
Necromys obscurus,0.177741029,0,0,0,0.23882477,0.073881876
Necromys punctulatus,0.086872625,0,0,0,0.141256625,0.054923565
Necromys temchuki,0.378182586,0,0,2,0.372735039,0.075756746
Necromys urichi,0.575311759,1,0,43,0.589888457,0.099446172
Nectogale elegans,0.255587,0,0,2,0.342928582,0.075968867
Nectomys apicalis,0.091992796,0,0,0,0.168192847,0.055008537
Nectomys magdalenae,0.07524512,0,0,0,0.153478342,0.055178481
Nectomys palmipes,0.521361841,1,0,42,0.569872116,0.080199889
Nectomys rattus,0.555968701,1,0,44,0.611858595,0.101155445
Nectomys squamipes,0.064180007,0,0,0,0.166418467,0.058505288
Nelsonia goldmani,0.413911267,0,0,3,0.394094995,0.077120867
Nelsonia neotomodon,0.220013926,0,0,1,0.296979486,0.086309791
Neodon forresti,0.127983669,0,0,0,0.161489364,0.060487091
Neodon irene,0.572628277,1,0,21,0.489077658,0.074203365
Neodon juldaschi,0.553315442,1,0,31,0.505156867,0.088161899
Neodon sikimensis,0.539555625,1,0,22,0.493230478,0.084511657
Neofelis nebulosa,0.751741587,1,0,50,0.736114058,0.082539623
Neofiber alleni,0.391741656,0,0,17,0.471941312,0.100540895
Neohylomys hainanensis,0.830549875,1,1,50,0.705419651,0.082663015
Neomys anomalus,0.183795657,0,0,3,0.279217666,0.093659809
Neomys fodiens,0.469619383,0,0,26,0.503581778,0.105633536
Neomys teres,0.243837527,0,0,4,0.340071612,0.086924633
Neonycteris pusilla,0.523446255,1,0,25,0.499371164,0.10225192
Neophascogale lorentzi,0.731287962,1,0,50,0.663765196,0.074601202
Neophoca cinerea,0.321384729,0,0,2,0.339623221,0.065566743
Neophocaena phocaenoides,0.262091206,0,0,0,0.300759257,0.063111394
Neopteryx frosti,0.762423646,1,0,50,0.676550443,0.07260887
Neoromicia brunnea,0.533356419,1,0,38,0.559694014,0.083859568
Neoromicia capensis,0.10573051,0,0,0,0.196343448,0.069347818
Neoromicia flavescens,0.178334378,0,0,0,0.239326192,0.080846008
Neoromicia guineensis,0.409573011,0,0,15,0.453898719,0.094888484
Neoromicia helios,0.261797177,0,0,3,0.361991536,0.088830166
Neoromicia melckorum,0.073729819,0,0,0,0.140705411,0.059217074
Neoromicia nana,0.181118759,0,0,1,0.277598875,0.070949557
Neoromicia rendalli,0.405057508,0,0,16,0.462413823,0.089470699
Neoromicia somalica,0.315176066,0,0,6,0.400880773,0.088161487
Neoromicia tenuipinnis,0.306642051,0,0,8,0.416200481,0.088505042
Neoromicia zuluensis,0.07098277,0,0,0,0.151552956,0.06969993
Neotetracus sinensis,0.339550029,0,0,9,0.437113304,0.079975142
Neotoma albigula,0.283828968,0,0,1,0.343832148,0.090855859
Neotoma angustapalata,0.345073974,0,0,9,0.409284879,0.095091628
Neotoma anthonyi,0.341069133,0,0,3,0.350482446,0.087542368
Neotoma bryanti,0.2769771,0,0,3,0.346931146,0.085747242
Neotoma bunkeri,0.277476772,0,0,0,0.303424015,0.061657844
Neotoma chrysomelas,0.413478846,0,0,20,0.481937211,0.097195625
Neotoma cinerea,0.178728195,0,0,0,0.271648199,0.080865041
Neotoma devia,0.27930489,0,0,1,0.335299721,0.07952375
Neotoma floridana,0.136038452,0,0,0,0.218679022,0.059558307
Neotoma fuscipes,0.056827019,0,0,0,0.138306637,0.050252703
Neotoma goldmani,0.187523305,0,0,0,0.289376531,0.083344455
Neotoma lepida,0.600268908,1,0,35,0.560400763,0.106910764
Neotoma leucodon,0.062405544,0,0,0,0.138065289,0.051524146
Neotoma macrotis,0.04349195,0,0,0,0.113730705,0.047670637
Neotoma magister,0.102119581,0,0,0,0.178191443,0.053244413
Neotoma martinensis,0.36361155,0,0,3,0.359873002,0.08579836
Neotoma mexicana,0.264782624,0,0,3,0.347539911,0.092466276
Neotoma micropus,0.374489878,0,0,4,0.378278123,0.08164412
Neotoma nelsoni,0.285289641,0,0,5,0.371379796,0.103130876
Neotoma palatina,0.249327471,0,0,0,0.301313652,0.079170751
Neotoma phenax,0.585833609,1,0,35,0.564830752,0.090266342
Neotoma stephensi,0.223078594,0,0,1,0.31122719,0.083964048
Neotomodon alstoni,0.399358331,0,0,9,0.432577689,0.093924339
Neotomys ebriosus,0.325093242,0,0,0,0.32533609,0.088776374
Neotragus batesi,0.798960903,1,0,50,0.751587106,0.057338042
Neotragus moschatus,0.788813581,1,0,50,0.710230352,0.065309253
Neotragus pygmaeus,0.870576743,1,1,50,0.820338393,0.054501038
Neovison macrodon,0.211881896,0,0,0,0.273761817,0.075450711
Neovison vison,0.829266139,1,1,48,0.734808042,0.113008765
Nesiotites hidalgo,0.037554929,0,0,0,0.095398032,0.044343856
Nesiotites similis,0.0402443,0,0,0,0.097826318,0.045232349
Nesokia bunnii,0.375170365,0,0,20,0.448372098,0.097297875
Nesokia indica,0.262983204,0,0,4,0.353445045,0.089396136
Nesolagus netscheri,0.90365397,1,1,50,0.823711465,0.065353461
Nesolagus timminsi,0.786929914,1,0,50,0.668496275,0.068592958
Nesomys audeberti,0.080180218,0,0,0,0.161781283,0.063240423
Nesomys lambertoni,0.109387271,0,0,0,0.159576784,0.063034009
Nesomys rufus,0.557668558,1,0,38,0.589556728,0.081272617
Nesoromys ceramicus,0.64948387,1,0,44,0.59479914,0.081509202
Nesoryzomys darwini,0.112311218,0,0,0,0.175146863,0.06091153
Nesoryzomys fernandinae,0.208812286,0,0,0,0.254904318,0.062678454
Nesoryzomys indefessus,0.305134643,0,0,2,0.359493468,0.080218233
Nesoryzomys swarthi,0.480650734,0,0,25,0.492136978,0.089484181
Neurotrichus gibbsii,0.171410664,0,0,0,0.260133293,0.085530863
Neusticomys monticolus,0.252961107,0,0,2,0.334781046,0.086152901
Neusticomys mussoi,0.517411728,1,0,24,0.499201958,0.083317742
Neusticomys oyapocki,0.372834441,0,0,8,0.409744173,0.092702521
Neusticomys peruviensis,0.444754088,0,0,8,0.415809314,0.08237634
Neusticomys venezuelae,0.335040639,0,0,4,0.383070358,0.080015737
Nilopegamys plumbeus,0.105586769,0,0,0,0.166929672,0.059315297
Ningaui ridei,0.207276564,0,0,0,0.245685076,0.073394146
Ningaui timealeyi,0.368890689,0,0,6,0.392544318,0.102751169
Ningaui yvonnae,0.159950797,0,0,1,0.218263473,0.079611475
Niviventer andersoni,0.451393677,0,0,15,0.4715239,0.072756607
Niviventer brahma,0.428063631,0,0,19,0.486960365,0.088637133
Niviventer cameroni,0.81956405,1,0,50,0.749332317,0.082572842
Niviventer confucianus,0.630102176,1,0,38,0.561557755,0.098038364
Niviventer coninga,0.568204184,1,0,36,0.541790182,0.077092537
Niviventer cremoriventer,0.783830394,1,0,50,0.755828862,0.077617656
Niviventer culturatus,0.595118541,1,0,37,0.550954503,0.073970216
Niviventer eha,0.344999029,0,0,14,0.460599861,0.081206935
Niviventer excelsior,0.479549033,0,0,26,0.503166652,0.072946738
Niviventer fraternus,0.806639146,1,0,50,0.751560567,0.083415334
Niviventer fulvescens,0.464394019,0,0,30,0.52978619,0.114973895
Niviventer hinpoon,0.804812446,1,0,50,0.730841885,0.079081057
Niviventer langbianis,0.612128605,1,0,49,0.642534689,0.085278182
Niviventer lepturus,0.745740741,1,0,49,0.665447488,0.077831913
Niviventer niviventer,0.400006261,0,0,17,0.469940569,0.088696025
Niviventer rapit,0.742011404,1,0,50,0.724262822,0.085729633
Niviventer tenaster,0.578274755,1,0,47,0.601307484,0.087379432
Noctilio albiventris,0.301856861,0,0,7,0.418597327,0.086826871
Noctilio leporinus,0.109523864,0,0,0,0.200869333,0.066191957
Nomascus concolor,0.929051843,1,1,50,0.864761292,0.046462015
Nomascus gabriellae,0.956762371,1,1,50,0.905333176,0.034872325
Nomascus hainanus,0.949585145,1,1,50,0.864055819,0.059363229
Nomascus leucogenys,0.945812653,1,1,50,0.896337203,0.037183827
Nomascus siki,0.932588248,1,1,50,0.882054838,0.038530879
Noronhomys vespuccii,0.072345545,0,0,0,0.139731282,0.053183496
Notiomys edwardsii,0.048321888,0,0,0,0.104959037,0.050534901
Notiosorex cockrumi,0.0423907,0,0,0,0.100552084,0.045883896
Notiosorex crawfordi,0.038387692,0,0,0,0.099820089,0.041683109
Notiosorex evotis,0.040436682,0,0,0,0.104117247,0.043855914
Notiosorex villai,0.041996287,0,0,0,0.094293485,0.045396975
Notomys alexis,0.560497218,1,0,21,0.480791786,0.106160457
Notomys amplus,0.062711972,0,0,0,0.121232997,0.046914834
Notomys aquilo,0.688930758,1,0,42,0.593433755,0.098147574
Notomys cervinus,0.277849716,0,0,0,0.296870177,0.065790128
Notomys fuscus,0.26183819,0,0,1,0.28576294,0.063986646
Notomys longicaudatus,0.06165767,0,0,0,0.120635603,0.046891546
Notomys macrotis,0.062607429,0,0,0,0.12124976,0.046969406
Notomys mitchellii,0.295362122,0,0,1,0.300809126,0.072689489
Notomys mordax,0.063710384,0,0,0,0.122249287,0.047146452
Notopteris macdonaldi,0.649835035,1,0,45,0.612502483,0.084238474
Notopteris neocaledonica,0.550644299,1,0,32,0.52712311,0.065742789
Notoryctes caurinus,0.547090772,1,0,9,0.436889914,0.095288126
Notoryctes typhlops,0.674989039,1,0,25,0.494072633,0.105686341
Nyctalus aviator,0.561168406,1,0,20,0.473572246,0.093907236
Nyctalus azoreum,0.32201613,0,0,1,0.339048128,0.08107961
Nyctalus furvus,0.276970845,0,0,1,0.323029919,0.084793832
Nyctalus lasiopterus,0.141941474,0,0,0,0.2382922,0.07517446
Nyctalus leisleri,0.212569834,0,0,1,0.303042862,0.096165431
Nyctalus montanus,0.383433221,0,0,8,0.4014744,0.095647951
Nyctalus noctula,0.125101154,0,0,0,0.233526548,0.085499704
Nyctalus plancyi,0.484625864,0,0,16,0.446745639,0.104744558
Nyctereutes procyonoides,0.91464618,1,1,50,0.828114148,0.08447211
Nycteris arge,0.319926669,0,0,7,0.403164686,0.097800615
Nycteris aurita,0.205265553,0,0,2,0.308094685,0.086394858
Nycteris gambiensis,0.525406451,1,0,35,0.552361058,0.08484017
Nycteris grandis,0.425905829,0,0,17,0.473997271,0.083364586
Nycteris hispida,0.2821673,0,0,4,0.378475064,0.088578087
Nycteris intermedia,0.393262223,0,0,14,0.459895156,0.087632443
Nycteris javanica,0.768180497,1,0,50,0.663256744,0.08382357
Nycteris macrotis,0.356426505,0,0,5,0.41157042,0.08309772
Nycteris madagascariensis,0.36773031,0,0,14,0.443126599,0.090885235
Nycteris major,0.404768195,0,0,12,0.453918471,0.088783548
Nycteris nana,0.376537174,0,0,10,0.43414024,0.088698131
Nycteris parisii,0.423709453,0,0,21,0.478025655,0.087000738
Nycteris thebaica,0.157645833,0,0,0,0.229182557,0.077979375
Nycteris tragata,0.715938179,1,0,49,0.660256575,0.07543609
Nycteris vinsoni,0.395184649,0,0,7,0.395964181,0.092563782
Nycteris woodi,0.188504018,0,0,1,0.293178731,0.08293488
Nycticebus bengalensis,0.878171101,1,1,50,0.838602153,0.043527357
Nycticebus coucang,0.919780973,1,1,50,0.859913127,0.051330538
Nycticebus pygmaeus,0.910861068,1,1,50,0.843254233,0.046853346
Nycticeinops schlieffenii,0.228550012,0,0,1,0.316333259,0.084941928
Nycticeius aenobarbus,0.076896387,0,0,0,0.13220869,0.0476043
Nycticeius cubanus,0.42209945,0,0,17,0.470198917,0.095928589
Nycticeius humeralis,0.117434511,0,0,0,0.201918373,0.08235026
Nyctiellus lepidus,0.522145108,1,0,33,0.534232402,0.085457429
Nyctimene aello,0.65685719,1,0,48,0.606829695,0.081766428
Nyctimene albiventer,0.632683835,1,0,47,0.613800986,0.094631744
Nyctimene cephalotes,0.610597908,1,0,43,0.578923221,0.088193155
Nyctimene certans,0.450972209,0,0,19,0.488971902,0.085730159
Nyctimene cyclotis,0.577378693,1,0,32,0.528332932,0.087306444
Nyctimene draconilla,0.710375055,1,0,47,0.637272209,0.095984684
